processo,data_movimento_incompetencia,classe_codigo,classe_nome,data_ajuizamento,orgao_julgador_codigo,orgao_julgador_nome,ano_ajuizamento,mes_ajuizamento,municipio_nome,status_arquivamento_definitivo
00000436820258160153,2025-01-07T20:43:50Z,111,Habilitação de Crédito,2025-01-07T16:19:42Z,9192,"IBAITI - VARA CÍVEL, DA FAZENDA PÚBLICA, ACIDENTES DO TRABALHO, REGISTROS PÚBLICOS E CORREGEDORIA DO FORO EXTRAJUDICIAL, JUIZADO ESPECIAL CÍVEL E JUIZADO ESPECIAL DA FAZENDA PÚBLICA",2025,2025-01-01T00:00:00Z,Ibaiti,TRUE
00000436820258160153,2025-01-13T14:15:49Z,111,Habilitação de Crédito,2025-01-07T16:19:42Z,9192,"IBAITI - VARA CÍVEL, DA FAZENDA PÚBLICA, ACIDENTES DO TRABALHO, REGISTROS PÚBLICOS E CORREGEDORIA DO FORO EXTRAJUDICIAL, JUIZADO ESPECIAL CÍVEL E JUIZADO ESPECIAL DA FAZENDA PÚBLICA",2025,2025-01-01T00:00:00Z,Ibaiti,TRUE
00002394520248160162,2025-03-12T11:19:26Z,129,Recuperação Judicial,2024-02-15T18:10:03Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-02-01T00:00:00Z,Londrina,TRUE
00002515920248160162,2025-02-28T12:36:11Z,111,Habilitação de Crédito,2024-02-19T15:21:04Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-02-01T00:00:00Z,Londrina,TRUE
00002610620248160162,2025-03-12T11:19:26Z,111,Habilitação de Crédito,2024-02-20T13:03:10Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-02-01T00:00:00Z,Londrina,TRUE
00002646720248160062,2024-07-15T17:55:11Z,129,Recuperação Judicial,2024-02-05T16:11:12Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-02-01T00:00:00Z,Curitiba,FALSE
00003052520248160162,2025-02-24T09:44:16Z,111,Habilitação de Crédito,2024-02-27T08:12:52Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-02-01T00:00:00Z,Londrina,TRUE
00003278320248160162,2025-02-25T15:20:13Z,114,Impugnação de Crédito,2024-02-29T11:09:28Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-02-01T00:00:00Z,Londrina,TRUE
00003396520248160108,2024-09-16T15:20:04Z,111,Habilitação de Crédito,2024-02-02T14:50:09Z,8809,MARINGÁ - 3ª VARA CÍVEL,2024,2024-02-01T00:00:00Z,Maringá,TRUE
00003502120248160100,2024-06-19T17:13:03Z,129,Recuperação Judicial,2024-02-15T17:05:30Z,13951,CURITIBA - 24ª VARA CÍVEL,2024,2024-02-01T00:00:00Z,Curitiba,FALSE
00003914620258160037,2025-01-28T18:36:12Z,129,Recuperação Judicial,2025-01-28T16:08:41Z,13951,CURITIBA - 24ª VARA CÍVEL,2025,2025-01-01T00:00:00Z,Curitiba,FALSE
00004123520248160141,2025-04-07T18:24:01Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2024-02-06T22:02:16Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-02-01T00:00:00Z,Cascavel,FALSE
00004426020258160133,2025-08-01T17:02:21Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2025-03-28T17:33:13Z,13752,CASCAVEL - 4ª VARA CÍVEL,2025,2025-03-01T00:00:00Z,Cascavel,FALSE
00005411420248160085,2024-09-11T18:52:51Z,129,Recuperação Judicial,2024-06-20T15:06:08Z,26422,CURITIBA - 2ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-06-01T00:00:00Z,Curitiba,FALSE
00005802120248160114,2025-09-01T14:44:31Z,129,Recuperação Judicial,2024-04-04T10:45:13Z,26422,CURITIBA - 2ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-04-01T00:00:00Z,Curitiba,FALSE
00005916920248160043,2024-05-13T16:30:58Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2024-03-22T15:37:07Z,13952,CURITIBA - 25ª VARA CÍVEL,2024,2024-03-01T00:00:00Z,Curitiba,FALSE
00006514620248160074,2024-07-17T15:30:20Z,129,Recuperação Judicial,2024-03-05T18:18:29Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-03-01T00:00:00Z,Curitiba,FALSE
00007267820258160162,2025-04-24T12:55:51Z,111,Habilitação de Crédito,2025-04-17T13:16:40Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2025,2025-04-01T00:00:00Z,Londrina,TRUE
00007728920258160090,2025-07-17T17:36:30Z,111,Habilitação de Crédito,2025-02-10T08:58:06Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2025,2025-02-01T00:00:00Z,Londrina,FALSE
00007980220248160162,2025-01-27T18:33:41Z,111,Habilitação de Crédito,2024-05-15T08:42:05Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-05-01T00:00:00Z,Londrina,TRUE
00008298620248160076,2024-07-16T21:27:50Z,111,Habilitação de Crédito,2024-04-16T16:19:33Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-04-01T00:00:00Z,Cascavel,TRUE
00008510820248160089,2025-01-09T15:48:38Z,111,Habilitação de Crédito,2024-03-06T17:48:41Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-03-01T00:00:00Z,Londrina,FALSE
00008546020248160089,2025-01-09T15:48:39Z,111,Habilitação de Crédito,2024-03-06T18:00:55Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-03-01T00:00:00Z,Londrina,FALSE
00008938520248160112,2024-08-15T19:13:20Z,129,Recuperação Judicial,2024-02-16T18:16:42Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-02-01T00:00:00Z,Curitiba,FALSE
00008944620258160044,2025-03-06T17:32:40Z,111,Habilitação de Crédito,2025-01-27T00:18:09Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2025,2025-01-01T00:00:00Z,Londrina,TRUE
00009292620248160081,2024-09-16T19:01:24Z,129,Recuperação Judicial,2024-04-17T21:30:30Z,26422,CURITIBA - 2ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-04-01T00:00:00Z,Curitiba,FALSE
00009643420248160162,2025-02-03T11:06:16Z,111,Habilitação de Crédito,2024-06-11T11:18:19Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-06-01T00:00:00Z,Londrina,TRUE
00009715120248160089,2025-01-09T15:47:59Z,111,Habilitação de Crédito,2024-03-13T16:11:27Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-03-01T00:00:00Z,Londrina,TRUE
00009756320248160162,2025-03-07T06:47:12Z,111,Habilitação de Crédito,2024-06-12T16:13:03Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-06-01T00:00:00Z,Londrina,TRUE
00010304720248160151,2024-09-23T19:15:00Z,111,Habilitação de Crédito,2024-07-19T16:17:33Z,8809,MARINGÁ - 3ª VARA CÍVEL,2024,2024-07-01T00:00:00Z,Maringá,FALSE
00010552720248160162,2025-02-28T12:36:11Z,111,Habilitação de Crédito,2024-06-25T13:35:48Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-06-01T00:00:00Z,Londrina,FALSE
00010613420248160162,2025-05-08T13:45:18Z,111,Habilitação de Crédito,2024-06-25T14:41:53Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-06-01T00:00:00Z,Londrina,FALSE
00010803120248160068,2024-07-11T15:28:08Z,114,Impugnação de Crédito,2024-04-18T16:01:18Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-04-01T00:00:00Z,Cascavel,TRUE
00010811620248160068,2024-07-11T15:28:10Z,114,Impugnação de Crédito,2024-04-19T15:07:12Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-04-01T00:00:00Z,Cascavel,TRUE
00010867220248160089,2025-01-09T15:48:40Z,111,Habilitação de Crédito,2024-03-26T12:26:02Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-03-01T00:00:00Z,Londrina,FALSE
00010963320248160052,2024-11-29T15:39:41Z,111,Habilitação de Crédito,2024-06-18T10:43:37Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-06-01T00:00:00Z,Cascavel,TRUE
00010994220248160131,2024-06-28T17:14:43Z,111,Habilitação de Crédito,2024-02-02T15:01:21Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-02-01T00:00:00Z,Cascavel,FALSE
00011223520248160083,2024-09-13T17:03:59Z,129,Recuperação Judicial,2024-02-09T18:31:28Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-02-01T00:00:00Z,Cascavel,FALSE
00011454420248160062,2024-07-11T16:38:19Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2024-05-23T13:25:02Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,FALSE
00011825820248160131,2024-07-23T13:52:27Z,111,Habilitação de Crédito,2024-02-06T10:39:01Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-02-01T00:00:00Z,Cascavel,TRUE
00012074220248160076,2024-07-16T21:27:39Z,111,Habilitação de Crédito,2024-06-05T14:01:50Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-06-01T00:00:00Z,Curitiba,FALSE
00012129720248160162,2025-01-27T18:33:41Z,111,Habilitação de Crédito,2024-07-18T15:25:45Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-07-01T00:00:00Z,Londrina,TRUE
00012321120248160123,2024-07-10T13:25:05Z,111,Habilitação de Crédito,2024-03-05T16:49:23Z,8816,PONTA GROSSA - 1ª VARA CÍVEL,2024,2024-03-01T00:00:00Z,Ponta Grossa,FALSE
00012389520248160162,2025-05-24T14:41:25Z,111,Habilitação de Crédito,2024-07-23T08:50:46Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-07-01T00:00:00Z,Londrina,FALSE
00012527920248160162,2025-01-21T12:01:07Z,111,Habilitação de Crédito,2024-07-24T17:30:06Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-07-01T00:00:00Z,Londrina,FALSE
00013209120258160130,2025-02-25T18:30:07Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2025-02-10T19:33:56Z,8809,MARINGÁ - 3ª VARA CÍVEL,2025,2025-02-01T00:00:00Z,Maringá,TRUE
00013233620258160101,2025-06-12T19:27:25Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2025-04-24T16:04:58Z,8809,MARINGÁ - 3ª VARA CÍVEL,2025,2025-04-01T00:00:00Z,Maringá,FALSE
00013413420258160044,2025-02-05T15:20:55Z,111,Habilitação de Crédito,2025-02-04T15:45:10Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2025,2025-02-01T00:00:00Z,Londrina,FALSE
00013592620248160162,2025-03-12T07:55:47Z,111,Habilitação de Crédito,2024-08-13T10:41:05Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-08-01T00:00:00Z,Londrina,FALSE
00013832120258160194,2025-01-31T15:58:02Z,111,Habilitação de Crédito,2025-01-29T18:11:12Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2025,2025-01-01T00:00:00Z,Curitiba,FALSE
00013838720248160054,2024-08-29T18:20:31Z,111,Habilitação de Crédito,2024-08-12T15:48:10Z,13951,CURITIBA - 24ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Curitiba,TRUE
00013847220248160054,2024-08-29T18:20:32Z,111,Habilitação de Crédito,2024-08-13T09:30:04Z,13951,CURITIBA - 24ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00013855720248160054,2024-08-29T18:20:34Z,111,Habilitação de Crédito,2024-08-12T16:05:50Z,13951,CURITIBA - 24ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00014249120248160074,2024-07-17T15:23:53Z,111,Habilitação de Crédito,2024-05-16T15:20:44Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-05-01T00:00:00Z,Cascavel,TRUE
00014481620248160076,2024-07-16T21:27:43Z,111,Habilitação de Crédito,2024-07-08T10:00:12Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-07-01T00:00:00Z,Cascavel,TRUE
00014499820248160076,2024-07-16T21:27:42Z,111,Habilitação de Crédito,2024-07-08T10:13:08Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-07-01T00:00:00Z,Cascavel,TRUE
00014508320248160076,2024-07-16T21:27:43Z,111,Habilitação de Crédito,2024-07-08T14:23:56Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-07-01T00:00:00Z,Curitiba,FALSE
00014617320248160089,2025-01-09T14:28:26Z,111,Habilitação de Crédito,2024-04-25T18:32:14Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-04-01T00:00:00Z,Londrina,FALSE
00014753220248160162,2025-03-17T11:34:49Z,111,Habilitação de Crédito,2024-09-02T16:14:00Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-09-01T00:00:00Z,Londrina,TRUE
00014822420248160162,2025-02-03T11:06:16Z,111,Habilitação de Crédito,2024-09-03T16:10:03Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-09-01T00:00:00Z,Londrina,FALSE
00014971320248160123,2024-07-12T13:51:40Z,111,Habilitação de Crédito,2024-03-19T15:33:26Z,8816,PONTA GROSSA - 1ª VARA CÍVEL,2024,2024-03-01T00:00:00Z,Ponta Grossa,FALSE
00015065220248160162,2025-02-04T10:12:51Z,111,Habilitação de Crédito,2024-09-06T15:29:22Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-09-01T00:00:00Z,Londrina,FALSE
00015422220248160089,2025-01-09T15:48:01Z,111,Habilitação de Crédito,2024-05-03T15:59:17Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-05-01T00:00:00Z,Londrina,TRUE
00016062720248160123,2024-06-04T18:51:41Z,111,Habilitação de Crédito,2024-03-25T12:37:07Z,8816,PONTA GROSSA - 1ª VARA CÍVEL,2024,2024-03-01T00:00:00Z,Ponta Grossa,TRUE
00016078920248160162,2025-02-18T09:16:38Z,114,Impugnação de Crédito,2024-09-19T08:30:50Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-09-01T00:00:00Z,Londrina,TRUE
00016311620248160131,2024-07-04T13:53:33Z,111,Habilitação de Crédito,2024-02-19T11:50:00Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-02-01T00:00:00Z,Cascavel,TRUE
00016454220248160117,2024-08-01T21:52:52Z,129,Recuperação Judicial,2024-04-09T17:32:27Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-04-01T00:00:00Z,Curitiba,FALSE
00016892320248160162,2025-01-24T13:53:16Z,111,Habilitação de Crédito,2024-10-01T13:39:05Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-10-01T00:00:00Z,Londrina,TRUE
00016900820248160162,2025-02-18T09:16:38Z,111,Habilitação de Crédito,2024-10-01T13:32:16Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-10-01T00:00:00Z,Londrina,FALSE
00017065920248160162,2025-02-18T09:16:36Z,111,Habilitação de Crédito,2024-10-04T15:08:31Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-10-01T00:00:00Z,Londrina,FALSE
00017329120258160107,2025-11-28T19:00:02Z,129,Recuperação Judicial,2025-11-06T10:04:02Z,9066,MAMBORÊ - JUÍZO ÚNICO,2025,2025-11-01T00:00:00Z,Mamborê,FALSE
00017483620248160089,2025-01-09T15:48:02Z,111,Habilitação de Crédito,2024-05-22T15:36:21Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-05-01T00:00:00Z,Londrina,TRUE
00018210820248160089,2025-01-09T15:48:02Z,111,Habilitação de Crédito,2024-05-24T15:57:24Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-05-01T00:00:00Z,Londrina,TRUE
00018302220248160104,2024-07-02T20:46:58Z,129,Recuperação Judicial,2024-04-22T20:43:10Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-04-01T00:00:00Z,Curitiba,FALSE
00018392920248160089,2025-01-09T15:00:51Z,114,Impugnação de Crédito,2024-05-28T16:51:16Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-05-01T00:00:00Z,Londrina,TRUE
00018599220248160162,2025-03-19T10:20:46Z,114,Impugnação de Crédito,2024-10-24T17:57:06Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-10-01T00:00:00Z,Londrina,FALSE
00019027720248160049,2024-08-29T14:49:01Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2024-07-12T10:45:49Z,8809,MARINGÁ - 3ª VARA CÍVEL,2024,2024-07-01T00:00:00Z,Maringá,TRUE
00019234820248160083,2026-01-13T14:39:53Z,114,Impugnação de Crédito,2024-03-07T17:46:45Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-03-01T00:00:00Z,Curitiba,FALSE
00019434020248160115,2024-07-10T20:46:37Z,129,Recuperação Judicial,2024-06-17T18:47:27Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-06-01T00:00:00Z,Curitiba,FALSE
00019517020248160162,2025-03-24T11:34:53Z,111,Habilitação de Crédito,2024-11-07T14:14:57Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-11-01T00:00:00Z,Londrina,FALSE
00019525520248160162,2025-03-11T12:49:40Z,111,Habilitação de Crédito,2024-11-07T14:08:49Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-11-01T00:00:00Z,Londrina,FALSE
00019569220248160162,2025-01-28T08:53:27Z,111,Habilitação de Crédito,2024-11-07T19:46:41Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-11-01T00:00:00Z,Londrina,FALSE
00019605720248160089,2025-01-09T14:28:26Z,111,Habilitação de Crédito,2024-06-06T14:02:48Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-06-01T00:00:00Z,Londrina,FALSE
00019614220248160089,2025-01-09T14:28:26Z,111,Habilitação de Crédito,2024-06-10T16:14:35Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-06-01T00:00:00Z,Londrina,FALSE
00020133820248160089,2025-01-09T15:48:32Z,111,Habilitação de Crédito,2024-06-17T16:13:33Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-06-01T00:00:00Z,Londrina,FALSE
00020702220258160089,2025-07-31T15:01:42Z,111,Habilitação de Crédito,2025-06-26T17:22:55Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2025,2025-06-01T00:00:00Z,Londrina,FALSE
00021237520248160044,2025-03-17T15:41:00Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2024-02-26T18:01:28Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-02-01T00:00:00Z,Londrina,TRUE
00021372120248160089,2025-01-09T14:28:26Z,111,Habilitação de Crédito,2024-07-01T17:09:32Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-07-01T00:00:00Z,Londrina,TRUE
00021593320248160169,2024-09-25T18:46:16Z,114,Impugnação de Crédito,2024-08-27T17:47:10Z,8816,PONTA GROSSA - 1ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Ponta Grossa,FALSE
00021597920248160089,2025-01-09T14:28:26Z,111,Habilitação de Crédito,2024-07-02T17:08:29Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-07-01T00:00:00Z,Londrina,FALSE
00022127520248160181,2025-02-06T13:40:41Z,111,Habilitação de Crédito,2024-08-21T16:31:15Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Cascavel,TRUE
00022802520248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T14:03:40Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Cascavel,FALSE
00022811020248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T14:15:23Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Cascavel,TRUE
00022837720248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T14:30:03Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00022846220248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T14:39:29Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00022854720248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T14:50:43Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00022880220248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T15:09:17Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00022891020248160044,2025-01-27T17:21:02Z,111,Habilitação de Crédito,2024-03-01T06:13:39Z,13950,LONDRINA - 11ª VARA CÍVEL E EMPRESARIAL REGIONAL,2024,2024-03-01T00:00:00Z,Londrina,TRUE
00022898420248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T15:16:06Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00022906920248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T15:23:06Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Cascavel,TRUE
00022915420248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T15:32:12Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00022923920248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T15:39:07Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00022932420248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T15:45:14Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Cascavel,TRUE
00022940920248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T15:50:45Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Cascavel,TRUE
00022959120248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T15:56:46Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00022967620248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T16:12:33Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00022976120248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-29T16:20:51Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Cascavel,TRUE
00023053820248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-30T13:16:31Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00023062320248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-30T13:23:23Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Cascavel,FALSE
00023070820248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-30T13:40:50Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Cascavel,FALSE
00023089020248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-30T13:47:15Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00023097520248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-30T13:54:53Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
00023103420258160049,2025-08-13T15:00:14Z,108,"Falência de Empresários, Sociedades Empresáriais, Microempresas e Empresas de Pequeno Porte",2025-08-05T15:43:47Z,8809,MARINGÁ - 3ª VARA CÍVEL,2025,2025-08-01T00:00:00Z,Maringá,FALSE
00023106020248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-30T14:04:26Z,13752,CASCAVEL - 4ª VARA CÍVEL,2024,2024-08-01T00:00:00Z,Cascavel,TRUE
00023114520248160181,2024-09-09T19:55:24Z,114,Impugnação de Crédito,2024-08-30T14:10:37Z,26404,CURITIBA - 1ª VARA DE FALÊNCIAS E RECUPERAÇÕES JUDICIAIS,2024,2024-08-01T00:00:00Z,Curitiba,FALSE
